index,type,name,resident,streamed,parentStack
5015,image,day_ground_dirt_clumpy_01_c,292,1419960,|mc/day_ground_dirt_clumpy_01|material|day_dirt_clump_edge_128_a|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5016,material,mc/day_ground_dirt_clumpy_01,931,0,|day_dirt_clump_edge_128_a|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5017,image,i_mo_mtl_flower_pot_large_n,156,131104,|mc/mo_mtl_flower_pot_large|material|com_potted_plant_small_des|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5018,image,i_mo_mtl_flower_pot_large_c,284,131072,|mc/mo_mtl_flower_pot_large|material|com_potted_plant_small_des|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5019,image,concrete_wall_broken_n,231,393184,|mc/mo_mtl_flower_pot_large|material|com_potted_plant_small_des|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5020,material,mc/mo_mtl_flower_pot_large,1361,0,|com_potted_plant_small_des|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5021,xmodelmesh,com_potted_plant_small_des_lod0dc952d0c,800,13808,|com_potted_plant_small_des|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5022,xmodelmesh,com_potted_plant_small_des_lod0f4181ff4,792,21888,|com_potted_plant_small_des|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5023,xmodel,com_potted_plant_small_des,28964,0,|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5024,image,i_p7_door_wood_global_01_m,123,1406088,|mc/mtl_p7_door_wood_global_01_red|material|p7_door_wood_global_01_lt_red|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5025,image,i_t7_wood_worn_brown_n,279,1441800,|wc/t7_wood_worn_painted_white|material|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5026,image,i_p7_door_wood_global_01_n,299,2839904,|mc/mtl_p7_door_wood_global_01_red|material|p7_door_wood_global_01_lt_red|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5027,material,mc/mtl_p7_door_wood_global_01_white,1631,0,|p7_door_wood_global_01_lt_white|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5028,image,i_p7_door_wood_global_01_o,267,43672,|mc/mtl_p7_door_wood_global_01_metal|material|p7_door_wood_global_01_lt_red|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5029,image,i_t7_metal_bare_polished_g,275,218448,|mc/t7_metal_bare_aluminum_polished|material|p7_sh_mobile_fuselage_lower_bin_01|xmodel|maps/zm/zm_nuked.d3dbsp|col_map|zone_source/zm_nuked.zone|csv
5030,material,mc/mtl_p7_door_wood_global_01_metal,1642,0,|p7_door_wood_global_01_lt_red|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5031,xmodelmesh,p7_door_wood_global_01_lt_lod0d38c3a6c,376,31864,|p7_door_wood_global_01_lt_red|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5032,xmodelmesh,p7_door_wood_global_01_lt_lod056063637,384,50960,|p7_door_wood_global_01_lt_red|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5033,xmodelmesh,p7_door_wood_global_01_lt_cola8ee267b,10736,0,|p7_door_wood_global_01_lt_red|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5034,xmodel,p7_door_wood_global_01_lt_white,8440,0,|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5035,image,i_t7_micro_metal_cast_iron_n,109,354096,|wc/t7_drywall_painted_metallic_black|material|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5036,material,mc/t7_metal_cast_iron,1043,0,|p7_fireplace_log_grate|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5037,xmodelmesh,p7_fireplace_log_grate_lod08fa6ee0,240,51776,|p7_fireplace_log_grate|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5038,xmodelmesh,p7_fireplace_log_grate_lod0310963a3,232,88128,|p7_fireplace_log_grate|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5039,xmodel,p7_fireplace_log_grate,352,0,|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5040,image,i_p7_door_wood_art_deco_01_n,109,733920,|mc/mtl_p7_door_wood_art_deco_01|material|p7_door_wood_art_deco_01_lt|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5041,image,i_p7_door_wood_art_deco_01_g,269,109208,|mc/mtl_p7_door_wood_art_deco_01|material|p7_door_wood_art_deco_01_lt|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5042,image,i_p7_door_wood_art_deco_01_c,285,393216,|mc/mtl_p7_door_wood_art_deco_01|material|p7_door_wood_art_deco_01_lt|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5043,image,i_p7_door_wood_art_deco_01_s,285,393216,|mc/mtl_p7_door_wood_art_deco_01|material|p7_door_wood_art_deco_01_lt|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5044,material,mc/mtl_p7_door_wood_art_deco_01,1380,0,|p7_door_wood_art_deco_01_lt|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5045,xmodelmesh,p7_door_wood_global_01_lt_lod0a5a0a6f9,384,38552,|p7_door_wood_art_deco_01_lt|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5046,xmodel,p7_door_wood_art_deco_01_lt,8448,0,|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5047,image,i_t7_wood_panel_flat_01_n,122,354672,|mc/t7_wood_panel_flat_01_stain_brown_drk|material|p7_door_wood_global_01_lt_dark_brown|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5048,image,i_t7_wood_panel_flat_01_c,282,1441792,|mc/t7_wood_panel_flat_01_stain_brown_drk|material|p7_door_wood_global_01_lt_dark_brown|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5049,material,mc/t7_wood_panel_flat_01_stain_brown_drk,1500,0,|p7_door_wood_global_01_lt_dark_brown|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5050,xmodel,p7_door_wood_global_01_lt_dark_brown,8184,0,|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5051,material,mc/mtl_p7_door_wood_global_01_red,1632,0,|p7_door_wood_global_01_lt_red|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5052,xmodel,p7_door_wood_global_01_lt_red,8176,0,|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5053,image,i_mtl_p7_door_metal_fancy_01a_m,128,1441784,|mc/mtl_p7_door_metal_fancy_01a_grey_dk|material|p7_door_metal_fancy_01_left_grey_dk|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5054,image,i_t7_micro_metal_grunge_scratch_03_n,293,393224,|mc/mtl_p7_weapon_rack_safehouse_02_02_black_metal|material|p7_weapon_rack_safehouse_02_slide_rack_01|xmodel|maps/zm/zm_nuked.d3dbsp|col_map|zone_source/zm_nuked.zone|csv
5055,image,i_mtl_p7_door_metal_fancy_01a_n,304,218464,|mc/mtl_p7_door_metal_fancy_01a_grey_dk|material|p7_door_metal_fancy_01_left_grey_dk|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5056,image,i_t7_micro_plaster_smooth_dirty_01_c,269,196584,|wc/t7_concrete_poured_bunker_paint_01_blue_lt|material|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5057,material,mc/mtl_p7_door_metal_fancy_01a_grey_dk,1478,0,|p7_door_metal_fancy_01_left_grey_dk|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5058,image,i_mtl_p7_cai_door_wood_decorative_metal_n,306,371384,|mc/mtl_p7_cai_door_wood_decorative_02_metal|material|door_bo2_dmg|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5059,image,i_mtl_p7_cai_door_wood_decorative_metal_c,290,218440,|mc/mtl_p7_cai_door_wood_decorative_01_metal|material|door_bo2_dmg|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5060,material,mc/mtl_p7_cai_door_wood_decorative_01_metal,836,0,|door_bo2_dmg|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5061,image,i_p7_cai_door_wood_decorative_latches_n,120,109240,|mc/mtl_p7_cai_door_wood_decorative_latches|material|door_bo2_dmg|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5062,image,i_p7_cai_door_wood_decorative_latches_c,296,131072,|mc/mtl_p7_cai_door_wood_decorative_latches|material|door_bo2_dmg|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5063,material,mc/mtl_p7_cai_door_wood_decorative_latches,1272,0,|door_bo2_dmg|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5064,xmodelmesh,p7_door_metal_fancy_01_left_lod0e700107,464,36000,|p7_door_metal_fancy_01_left_grey_dk|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5065,xmodelmesh,p7_door_metal_fancy_01_left_lod06c8c8b74,464,61024,|p7_door_metal_fancy_01_left_grey_dk|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5066,xmodelmesh,p7_door_metal_fancy_01_left_colb4dea6e,1224,0,|p7_door_metal_fancy_01_left_grey_dk|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5067,xmodel,p7_door_metal_fancy_01_left_grey_dk,952,0,|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5068,image,i_par_door_wood_ornate_02_o,52,2808392,|mc/mtl_par_door_wood_ornate_02|material|par_door_wood_ornate_02_left|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5069,image,mtl_par_door_wood_ornate_02_n,294,5614264,|mc/mtl_par_door_wood_ornate_02|material|par_door_wood_ornate_02_left|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5070,image,i_par_door_wood_ornate_02_g,276,2839880,|mc/mtl_par_door_wood_ornate_02|material|par_door_wood_ornate_02_left|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5071,image,mtl_par_door_wood_ornate_02_c,294,5614264,|mc/mtl_par_door_wood_ornate_02|material|par_door_wood_ornate_02_left|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5072,material,mc/mtl_par_door_wood_ornate_02,892,0,|par_door_wood_ornate_02_left|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5073,xmodelmesh,par_door_wood_ornate_02_left_lod0f327755e,240,33552,|par_door_wood_ornate_02_left|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5074,xmodelmesh,par_door_wood_ornate_02_left_lod0c3201fca,248,50992,|par_door_wood_ornate_02_left|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5075,xmodel,par_door_wood_ornate_02_left,21428,0,|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5076,material,mc/bullet_collision_glass,1492,0,|p7_zm_zod_fuse|xmodel|maps/zm/zm_nuked.d3dbsp|col_map|zone_source/zm_nuked.zone|csv
5077,techset,mc/lit_backlit_plus#e6142445,245141,0,|mc/mtl_p7_food_candy_bar_chocolate_bar_bitten_caramel|material|p7_nuketown_food_candy_bar|xmodel|maps/zm/zm_nuked.d3dbsp|col_map|zone_source/zm_nuked.zone|csv
5078,image,i_mtl_p7_zm_zod_door_nouveau_01_t,98,112056,|mc/mtl_p7_zm_zod_door_nouveau_01|material|p7_zm_zod_door_nouveau_01_left|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5079,image,i_mtl_p7_zm_zod_door_nouveau_01_n,306,742760,|mc/mtl_p7_zm_zod_door_nouveau_01|material|p7_zm_zod_door_nouveau_01_left|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5080,image,i_mtl_p7_zm_zod_door_nouveau_01_g,274,371352,|mc/mtl_p7_zm_zod_door_nouveau_01|material|p7_zm_zod_door_nouveau_01_left|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5081,image,i_mtl_p7_zm_zod_door_nouveau_01_c,306,742760,|mc/mtl_p7_zm_zod_door_nouveau_01|material|p7_zm_zod_door_nouveau_01_left|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5082,material,mc/mtl_p7_zm_zod_door_nouveau_01,1219,0,|p7_zm_zod_door_nouveau_01_left|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5083,image,i_mtl_p7_zm_zod_door_nouveau_02_glass_t,104,109208,|mc/mtl_p7_zm_zod_door_nouveau_02_glass|material|p7_zm_zod_door_nouveau_01_left|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5084,image,i_mtl_p7_zm_zod_door_nouveau_02_glass_n,312,742760,|mc/mtl_p7_zm_zod_door_nouveau_02_glass|material|p7_zm_zod_door_nouveau_01_left|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5085,image,i_mtl_p7_zm_zod_door_nouveau_02_glass_g,280,371352,|mc/mtl_p7_zm_zod_door_nouveau_02_glass|material|p7_zm_zod_door_nouveau_01_left|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5086,image,i_mtl_p7_zm_zod_door_nouveau_02_glass_c,296,393216,|mc/mtl_p7_zm_zod_door_nouveau_02_glass|material|p7_zm_zod_door_nouveau_01_left|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5087,material,mc/mtl_p7_zm_zod_door_nouveau_02_glass,1376,0,|p7_zm_zod_door_nouveau_01_left|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5088,image,i_mtl_p7_zm_zod_door_nouveau_02_handle_m,137,65536,|mc/mtl_p7_zm_zod_door_nouveau_02_handle|material|p7_zm_zod_door_nouveau_01_left|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5089,image,i_t7_metal_copper_oxidized_02_n,288,393224,|vd/t7_decal_metal_grunge_old_blend|material|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5090,image,i_t7_micro_metal_rough_01_n,284,393216,|mc/mtl_p7_zm_zod_door_nouveau_02_handle|material|p7_zm_zod_door_nouveau_01_left|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5091,image,i_mtl_p7_zm_zod_door_nouveau_02_handle_n,313,218464,|mc/mtl_p7_zm_zod_door_nouveau_02_handle|material|p7_zm_zod_door_nouveau_01_left|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5092,image,i_t7_metal_copper_oxidized_02_c,264,196584,|wc/t7_metal_black_rusty|material|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5093,material,mc/mtl_p7_zm_zod_door_nouveau_02_handle,2074,0,|p7_zm_zod_door_nouveau_01_left|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5094,xmodelmesh,p7_zm_zod_door_nouveau_01_left_lod0e969a687,472,43720,|p7_zm_zod_door_nouveau_01_left|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5095,xmodelmesh,p7_zm_zod_door_nouveau_01_left_lod0f3e858bc,464,70576,|p7_zm_zod_door_nouveau_01_left|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5096,xmodelmesh,p7_zm_zod_door_nouveau_01_left_col3a3a3168,1896,0,|p7_zm_zod_door_nouveau_01_left|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5097,xmodel,p7_zm_zod_door_nouveau_01_left,1984,0,|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5098,image,i_par_door_wood_ornate_01_o,276,2834824,|mc/mtl_par_door_wood_ornate_01|material|par_door_wood_ornate_01_right|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5099,image,mtl_par_door_wood_ornate_01_n,294,5614264,|mc/mtl_par_door_wood_ornate_01|material|par_door_wood_ornate_01_right|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5100,image,i_par_door_wood_ornate_01_g,276,2839880,|mc/mtl_par_door_wood_ornate_01|material|par_door_wood_ornate_01_right|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5101,image,mtl_par_door_wood_ornate_01_c,294,5614264,|mc/mtl_par_door_wood_ornate_01|material|par_door_wood_ornate_01_right|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5102,material,mc/mtl_par_door_wood_ornate_01,892,0,|par_door_wood_ornate_01_right|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5103,xmodelmesh,par_door_wood_ornate_01_left_lod07bbc5e51,240,33552,|par_door_wood_ornate_01_left|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5104,xmodelmesh,par_door_wood_ornate_01_left_lod0bad277be,248,50992,|par_door_wood_ornate_01_left|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5105,xmodel,par_door_wood_ornate_01_left,21384,0,|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5106,image,i_mopw_door_metal_service_01_n,303,723744,|mc/mopw_door_metal_service_01|material|door_zombies_blank_right|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5107,image,i_mopw_door_metal_service_01_c,287,720896,|mc/mopw_door_metal_service_01|material|door_zombies_blank_right|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5108,material,mc/mopw_door_metal_service_01,818,0,|door_zombies_blank_right|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5109,xmodelmesh,door_zombies_blank_right_lod08e279a6a,232,24080,|door_zombies_blank_right|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5110,xmodel,door_zombies_blank_right,152,0,|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5111,techset,mc/lit_detail_decal_reveal#e6142445,102812,0,|mc/xmaterial_1609f465a9e08539|material|barbecue|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5112,image,i_p7_cai_apt_door_generic_01_dmg_m,107,106968,|mc/mtl_p7_cai_apt_door_generic_01_dmg_heavy|material|p7_cai_apt_door_generic_lt_01_dmg|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5113,image,i_p7_cai_apt_door_generic_01_dmg_n,299,371384,|mc/mtl_p7_cai_apt_door_generic_01_dmg_heavy|material|p7_cai_apt_door_generic_lt_01_dmg|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5114,material,mc/mtl_p7_cai_apt_door_generic_01_dmg,1702,0,|p7_cai_apt_door_generic_lt_01_white|xmodel|maps/zm/zm_nuked.d3dbsp|col_map|zone_source/zm_nuked.zone|csv
5115,image,i_p7_cai_apt_door_generic_01_n,175,393248,|mc/mtl_p7_cai_apt_door_generic_01_white|material|p7_cai_apt_door_generic_lt_01_white|xmodel|maps/zm/zm_nuked.d3dbsp|col_map|zone_source/zm_nuked.zone|csv
5116,image,i_p7_cai_apt_door_generic_01_c,255,742712,|mc/mtl_p7_cai_apt_door_generic_01_white|material|p7_cai_apt_door_generic_lt_01_white|xmodel|maps/zm/zm_nuked.d3dbsp|col_map|zone_source/zm_nuked.zone|csv
5117,image,i_t7_micro_wood_oak_32x32_unfinished_n,279,371368,|mc/mtl_p7_cai_apt_door_generic_01_white|material|p7_cai_apt_door_generic_lt_01_white|xmodel|maps/zm/zm_nuked.d3dbsp|col_map|zone_source/zm_nuked.zone|csv
5118,material,mc/mtl_p7_cai_apt_door_generic_01,1523,0,|p7_cai_apt_door_generic_lt_01_dmg|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5119,image,i_p7_cai_apt_door_generic_01_metal_o,11021,0,|mc/mtl_p7_cai_apt_door_generic_01_metal_dmg|material|p7_cai_apt_door_generic_lt_01_dmg|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5120,image,i_p7_cai_apt_door_generic_01_metal_n,125,393216,|mc/mtl_p7_cai_apt_door_generic_01_metal_dmg|material|p7_cai_apt_door_generic_lt_01_dmg|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5121,image,i_p7_cai_apt_door_generic_01_metal_g,285,218440,|mc/mtl_p7_cai_apt_door_generic_01_metal|material|p7_cai_apt_door_generic_lt_01_white|xmodel|maps/zm/zm_nuked.d3dbsp|col_map|zone_source/zm_nuked.zone|csv
5122,image,i_p7_cai_apt_door_generic_01_metal_s,293,196608,|mc/mtl_p7_cai_apt_door_generic_01_metal_dmg|material|p7_cai_apt_door_generic_lt_01_dmg|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5123,material,mc/mtl_p7_cai_apt_door_generic_01_metal,1388,0,|p7_cai_apt_door_generic_lt_01_white|xmodel|maps/zm/zm_nuked.d3dbsp|col_map|zone_source/zm_nuked.zone|csv
5124,xmodelmesh,p7_cai_apt_door_generic_lt_01_lod08e09f261,464,43944,|p7_cai_apt_door_generic_lt_01_dmg|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5125,xmodelmesh,p7_cai_apt_door_generic_lt_01_lod0f80b8708,472,70944,|p7_cai_apt_door_generic_lt_01_white|xmodel|maps/zm/zm_nuked.d3dbsp|col_map|zone_source/zm_nuked.zone|csv
5126,xmodelmesh,p7_cai_apt_door_generic_lt_colca9696fa,1232,0,|p7_cai_apt_door_generic_lt_01_white|xmodel|maps/zm/zm_nuked.d3dbsp|col_map|zone_source/zm_nuked.zone|csv
5127,xmodel,p7_cai_apt_door_generic_lt_01,1200,0,|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5128,material,mc/mtl_p7_cai_apt_door_generic_01_dmg_heavy,1240,0,|p7_cai_apt_door_generic_lt_01_dmg|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5129,image,i_p7_cai_apt_door_generic_01_metal_dmg_g,97,212792,|mc/mtl_p7_cai_apt_door_generic_01_metal_dmg|material|p7_cai_apt_door_generic_lt_01_dmg|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5130,image,i_p7_cai_apt_door_generic_01_metal_c,293,196608,|mc/mtl_p7_cai_apt_door_generic_01_metal_dmg|material|p7_cai_apt_door_generic_lt_01_dmg|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5131,material,mc/mtl_p7_cai_apt_door_generic_01_metal_dmg,1226,0,|p7_cai_apt_door_generic_lt_01_dmg|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5132,xmodel,p7_cai_apt_door_generic_lt_01_dmg,1144,0,|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5133,image,i_p7_cai_apt_door_generic_frame_01_n,133,720920,|mc/mtl_p7_cai_apt_door_generic_frame_01_green|material|p7_cai_apt_door_generic_lt_frame_01_green|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5134,image,i_p7_cai_apt_door_generic_frame_01_c,277,371352,|mc/mtl_p7_cai_apt_door_generic_frame_01_green|material|p7_cai_apt_door_generic_lt_frame_01_green|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5135,material,mc/mtl_p7_cai_apt_door_generic_frame_01,1302,0,|p7_cai_apt_door_generic_lt_frame_01|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5136,xmodelmesh,p7_cai_apt_door_generic_lt_frame_01_lod0fff787f4,480,43384,|p7_cai_apt_door_generic_lt_frame_01_green|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5137,xmodelmesh,p7_cai_apt_door_generic_lt_frame_colf046358,4808,0,|p7_cai_apt_door_generic_lt_frame_01_green|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5138,xmodel,p7_cai_apt_door_generic_lt_frame_01,3800,0,|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5139,image,mtl_zmb_ger_door_02_n,70,1398416,|mc/mtl_zmb_ger_door_02|material|zmb_ger_door_02|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
5140,image,mtl_zmb_ger_door_02_c,278,1441792,|mc/mtl_zmb_ger_door_02|material|zmb_ger_door_02|xmodel|maps/zm/zm_nuked.d3dbsp|gfx_map|zone_source/zm_nuked.zone|csv
